id_namespace	local_id	persistent_id	creation_time	abbreviation	name	description
https://www.metabolomicsworkbench.org/	PR000499	http://dx.doi.org/10.21228/M8JS5P			NIH 3T3 fibroblast cells with Ceftriaxone Treatment	3T3 cells treated with 50uM Ceftriaxone for 24hrs, 1hr, or 0 hrs.
https://www.metabolomicsworkbench.org/	PR000500	http://dx.doi.org/10.21228/M81M3J			HIV Microbiome and Short Chain Fatty Acids and immunomodulation	We hypothesize that a microbiome enriched with anaerobes in HIV leads to SCFA production and immunomodulatory effects.
https://www.metabolomicsworkbench.org/	PR000501	http://dx.doi.org/10.21228/M8WX08			The Role of the Microbiome in Alcoholic Liver Disease	The effect of acetate on intestinal microorganisms
https://www.metabolomicsworkbench.org/	PR000502	http://dx.doi.org/10.21228/M8S37Q			Slow Aging Mice Studies	Plasma from slow-aging mice
https://www.metabolomicsworkbench.org/	PR000503	http://dx.doi.org/10.21228/M8ND66			Effect of DASH Diet on Gut Microbiome	Effect of DASH Diet on Gut Microbiome
https://www.metabolomicsworkbench.org/	PR000504	http://dx.doi.org/10.21228/M8HM3W			Amino Acid Analysis of Hamsters treated with antibiotics	Amino Acid Analysis of Hamsters treated with antibiotics
https://www.metabolomicsworkbench.org/	PR000505	http://dx.doi.org/10.21228/M8CW9P			Subfertility Study	Assess the relative efficacy of a very low energy diet (VLED) using liquid meal replacement vs. standard of care dietary counseling and education (DCE) on the metabolic effects of weight reduction in the obese, subfertile population and assess ovulation and time to conception in these women.
https://www.metabolomicsworkbench.org/	PR000507	http://dx.doi.org/10.21228/M84D55			SCFA Fecal Analysis for Excercise and Antiobitic Experiments	SCFA Fecal Analysis for Excercise and Antiobitic Experiments
https://www.metabolomicsworkbench.org/	PR000508	http://dx.doi.org/10.21228/M80M4M			NTM microbial ecology	Microbial ecology of NTM in CF sputum
https://www.metabolomicsworkbench.org/	PR000509	http://dx.doi.org/10.21228/M8VW91			Diabetic Heart	Diabetic heart adrenergic signaling and metabolism
https://www.metabolomicsworkbench.org/	PR000510	http://dx.doi.org/10.21228/M8R68T			Metabolic profiling of cyst fluid from patients with Intraductal Pancreatic Mucinous Neoplasm	Identify novel cystic fluid biomarkers to guide clinical management of patients with intraductal pancreatic mucinous neoplasm (IPMN) by metabolic profiling of the cyst fluid.
https://www.metabolomicsworkbench.org/	PR000511	http://dx.doi.org/10.21228/M8MD5H			Young adult glioblastoma	Effect of genetic lesions on glioblastoma
https://www.metabolomicsworkbench.org/	PR000512	http://dx.doi.org/10.21228/M8GQ27			SCFA analysis in SIDS.	SCFA analysis in SIDS. SIDS R01 preliminary data
https://www.metabolomicsworkbench.org/	PR000514	http://dx.doi.org/10.21228/M87685			Effect of aging on ENS microenvironment	Assessing influence of microbiota on ENS with age
https://www.metabolomicsworkbench.org/	PR000515	http://dx.doi.org/10.21228/M83D4G			Syracuse Lead Study (SRS)	Environmental Toxicants, Race, and Cardiovascular Disease Risk in Children
https://www.metabolomicsworkbench.org/	PR000517	http://dx.doi.org/10.21228/M8TW9Q			Metabolomics of lean males given water, antibiotic cocktail (ANMV), or neomycin then exposed to ozone	Lean males given water, ANMV, or Neomycin then exposed to ozone
https://www.metabolomicsworkbench.org/	PR000518	http://dx.doi.org/10.21228/M8Q68H			Metabolomic Profiles of Recovery from Traumatic Brain Injury	Exploring the metabolome of TBI patients on the day of injury and at 3 months after injury
https://www.metabolomicsworkbench.org/	PR000519	http://dx.doi.org/10.21228/M8KD56			Metabolomics of Diapause	Comparing the metabolome/lipidome profiles of diapausing and non-diapausing aedes albopictus eggs
https://www.metabolomicsworkbench.org/	PR000520	http://dx.doi.org/10.21228/M8FQ1J			Analysis of SCFA in the fecal matter of wt and Orai1kO mice	Orai1 mediated pancreatic secretion is critical for gut innate immunity
https://www.metabolomicsworkbench.org/	PR000521	http://dx.doi.org/10.21228/M89X00			Age related changes in metabolomics in red squirrels	Pilot analyses for age-related changes in physiology in wild North American red squirrels
https://www.metabolomicsworkbench.org/	PR000522	http://dx.doi.org/10.21228/M8667G			Metabolome, body composition, and muscle performance in children	Examining potential relationships between metabolome, body composition, and muscle performance in children
https://www.metabolomicsworkbench.org/	PR000523	http://dx.doi.org/10.21228/M82D6X			Melanie Green Polycystic Ovarian Syndrome (PCOS) Metabolomics	Untargeted Metabolomics Study 6530 PCOS
https://www.metabolomicsworkbench.org/	PR000524	http://dx.doi.org/10.21228/M8XQ1W			Bariatric Surgery and Breast Cancer	Measure Short chain Fatty Acids in colon
https://www.metabolomicsworkbench.org/	PR000525	http://dx.doi.org/10.21228/M8T09R			Antibiotic treatments and Breast Cancer	Breast cancer model mouse have gone through bariatric surgery and antibiotics treatments.
https://www.metabolomicsworkbench.org/	PR000526	http://dx.doi.org/10.21228/M8P66F			Ethicon Rat Study	Amino acid analysis in plasma between Sham and VSG
https://www.metabolomicsworkbench.org/	PR000529	http://dx.doi.org/10.21228/M89101			Determining the role of Nudt7 in liver metabolism	Determining the role of Nudt7 in liver metabolism
https://www.metabolomicsworkbench.org/	PR000530	http://dx.doi.org/10.21228/M8566S			Microbial changes following fecal microbiota transplantation (FMT) in patients with Clostridium difficile	Microbial changes following fecal microbiota transplantation in patients with recurrent Clostridium difficile infection
https://www.metabolomicsworkbench.org/	PR000531	http://dx.doi.org/10.21228/M81H4W			SCFA During Infection	Measuring SCFA following 24hr colonization by either C. difficile strain 630 or strain VPI. Compared to uninfected mice.
https://www.metabolomicsworkbench.org/	PR000532	http://dx.doi.org/10.21228/M8WQ1K			Murine Bile Acid Profiles during R20291 Infection	Targeted bile acid metabolomics
https://www.metabolomicsworkbench.org/	PR000533	http://dx.doi.org/10.21228/M8S10C			Metabolic change in macrophages after efferocytosis	To study metabolic change in macrophages after efferocytosis
https://www.metabolomicsworkbench.org/	PR000534	http://dx.doi.org/10.21228/M8N67H			Quantitating the baseline FA composition in phospholipids in subgroups of tumor cells	Quantitating the baseline FA composition in phospholipids in subgroups of tumor cells
https://www.metabolomicsworkbench.org/	PR000535	http://dx.doi.org/10.21228/M8HH47			Metabolite-phenotype link in X-linked Adrenoleukodystrophy	Untargeted metabolomics of control, AMN and ALD patient-derived fibroblasts
https://www.metabolomicsworkbench.org/	PR000536	http://dx.doi.org/10.21228/M8CQ3P			Callaghan Bariatric plasma baseline	Obesity study with intervention
https://www.metabolomicsworkbench.org/	PR000537	http://dx.doi.org/10.21228/M8809S			Callaghan IWMC plasma baseline	Obesity study with intervention
https://www.metabolomicsworkbench.org/	PR000538	http://dx.doi.org/10.21228/M84687			Metabolomics of mice inoculated with human microbiota	Metabolomics of mice inoculated with human microbiota
https://www.metabolomicsworkbench.org/	PR000539	http://dx.doi.org/10.21228/M80H36			Placental cells (BeWo cell line) exposure to phthalate esters	Placental cells (BeWo cell line) were exposed to phthalate esters or vehicle control, metabolomics changes will investigated 24 hours post exposure
https://www.metabolomicsworkbench.org/	PR000540	http://dx.doi.org/10.21228/M8VT19			Amniotic fluid metabolomics	Pregnant rats were exposed to phthalate (DEHP) or control via diet and amniotic fluid was collected from amnions of treated and untreated rats
https://www.metabolomicsworkbench.org/	PR000541	http://dx.doi.org/10.21228/M8R08R			Mouse placentas-DEHP exposure	Pregnant mice were treated with DEHP or vehicle control and placenta were removed for metabolomics analysis
https://www.metabolomicsworkbench.org/	PR000542	http://dx.doi.org/10.21228/M8M96V			Thermal Modalities Study	This study is looking at the effect of cooling on muscle tissue metabolism
